Nonce,Incoming/Outgoing,Transaction Status,Category,Recipient Name,Token,Token Symbol,Tag,Token Amount,USD Amount,From Address,To Address,Description,Transaction Hash,Executed at,Transaction fees
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,91.07,500.79,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x18612addaB24b5b5dFEDA6425c6B89A2048C36Fb,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,50.09,275.44,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x91707502A8DFDC523f7a6f2c218cC9a52777d5ad,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,72.86,400.65,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xb2Ce8560Ca2508E0C1BB872994F7B6FC82f2eAb8,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,36.43,200.32,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xD6f7A9053573982d3c5706f9577Dda8beAe0897e,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,manueldoudoune,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,36.43,200.32,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x689CC0adC1Ed7942E8977F52e786Ac8eB8825De8,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,36.43,200.32,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x08290908a251119a1C75bb9C36A7A41e9BF2f1E3,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,63.75,350.56,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x9DF9A3B2894f43bE2eEc3825dabE55BDF2d9080e,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,13.66,75.11,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x90BF6943aFccff7AC04DEaBC7231eBc9EE2f66f2,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,50.09,275.44,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xeF6c9b4Be9E389663610e7D2E3dE01874A97dEFa,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,13.66,75.11,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x021b8D868A589Aad0Dd1297Dce136D31b23BdFE7,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,31.88,175.3,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x694aCF4DFb7601F92A0D2a41cdEC5bf7726C7294,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,13.66,75.11,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xE524D29daf6D7CDEaaaF07Fa1aa7732a45f330B3,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,45.54,250.42,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x48768F1c19F3C017d3dc296CC4d32132f14bb437,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,13.66,75.11,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x86874Bf84F0D27dcfc6c4c34ab99AAD8Ced8d892,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,13.66,75.11,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xbc4F0B1c273D5Ed570d00E720a458710d77A171D,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,13.66,75.11,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xC36767412E96f139F0C9D2965A8f1459f58BEbf1,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,13.66,75.11,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x062995F29C9a1D60d951C229f3D048F8003D2d6F,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,31.88,175.3,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x0331C1Ce75F315a49849BE77B6a37b1959eBb1EB,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,13.66,75.11,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x7b0483982A87268255E94b3595BCE640346d3254,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,31.88,175.3,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xeA0bCe1a4439304052DAD4114AF345DA40160812,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,22.77,125.21,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xeB9d856C73a624da354fD3bEC616E8Cc7ffc56f9,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,9.11,50.09,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x88Acd9B848750FBaaB906794371f95dD501A26A8,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,9.11,50.09,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x2D164Fa1f7319849FD3daD7ec322aA97047Ab0EA,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
52,Outgoing,Success,Bounty,,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,UNI,,9.11,50.09,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x0f9cCD6eC984c1614F3eB5fB6EFAF6fc6005216b,Bounties: Analysts: Uniswap (Batch 5),0x28b25009739c8fba7e09ef3d842fb7101099521d8c3c54b56e4d2ed1c58f1e88,27-05-2022 15:05:00 -04:00,0.074721 ETH
51,Outgoing,Success,Compensation,,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,USDC,,1500,--,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xBc4F1eE9F6DeB455342E7984C300D820b535C98f,UI Design: Token Staking Page (50%),0x38cef15fd1dab0463edd661ecb8b6a4b5205d616ce2655fd14e1267800408b78,24-05-2022 16:05:00 -04:00,0.003187 ETH
50,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,3.63,55.45,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x343441ef077dBB5510207D1bBb513F2390963140,Bounties: Reviewers: Olympus (Batch 3),0x38130e29d6c3de50b8c3720b5d1801bd826234b0828e4759e39960194ceaeac0,23-05-2022 13:05:00 -04:00,0.005851 ETH
50,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,3.22,49.19,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x91707502A8DFDC523f7a6f2c218cC9a52777d5ad,Bounties: Reviewers: Olympus (Batch 3),0x38130e29d6c3de50b8c3720b5d1801bd826234b0828e4759e39960194ceaeac0,23-05-2022 13:05:00 -04:00,0.005851 ETH
50,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,4.84,73.94,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xB300CfaF0E4e3fBfe0c4b056277a526768887944,Bounties: Reviewers: Olympus (Batch 3),0x38130e29d6c3de50b8c3720b5d1801bd826234b0828e4759e39960194ceaeac0,23-05-2022 13:05:00 -04:00,0.005851 ETH
49,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,6.04,92.27,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xB6dc4961d43588258DF322946437474FaF0B37fD,Bounties: Reviewers: Olympus (Batch 2),0xf0fd98df83b0a8a45de24edfdeb2476c081a170da02e8b2c3c793a83f2af8549,11-05-2022 16:05:00 -04:00,0.027913 ETH
49,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,8.06,123.14,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x52F58796dA5B8D462b4FBE63dc3414D42A9776B9,Bounties: Reviewers: Olympus (Batch 2),0xf0fd98df83b0a8a45de24edfdeb2476c081a170da02e8b2c3c793a83f2af8549,11-05-2022 16:05:00 -04:00,0.027913 ETH
49,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,6.45,98.54,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x7aF2D9A872Cbb1Bc19fcBd75A4241776Ab63dcCA,Bounties: Reviewers: Olympus (Batch 2),0xf0fd98df83b0a8a45de24edfdeb2476c081a170da02e8b2c3c793a83f2af8549,11-05-2022 16:05:00 -04:00,0.027913 ETH
49,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,4.84,73.94,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xB300CfaF0E4e3fBfe0c4b056277a526768887944,Bounties: Reviewers: Olympus (Batch 2),0xf0fd98df83b0a8a45de24edfdeb2476c081a170da02e8b2c3c793a83f2af8549,11-05-2022 16:05:00 -04:00,0.027913 ETH
49,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,2.42,36.97,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xad95EB0b0BF4739ab1b79D2D8f1780598d153A8c,Bounties: Reviewers: Olympus (Batch 2),0xf0fd98df83b0a8a45de24edfdeb2476c081a170da02e8b2c3c793a83f2af8549,11-05-2022 16:05:00 -04:00,0.027913 ETH
48,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,32.24,492.87,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x0331C1Ce75F315a49849BE77B6a37b1959eBb1EB,Bounties: Analysts: Olympus (Batch 3),0x0e5c5f746fcd8b878e120e85885c7a0c08642476c97b7b6b635669babfb541a8,11-05-2022 16:05:00 -04:00,0.049951 ETH
48,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,19.34,295.66,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xC36767412E96f139F0C9D2965A8f1459f58BEbf1,Bounties: Analysts: Olympus (Batch 3),0x0e5c5f746fcd8b878e120e85885c7a0c08642476c97b7b6b635669babfb541a8,11-05-2022 16:05:00 -04:00,0.049951 ETH
48,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,19.34,295.66,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x18612addaB24b5b5dFEDA6425c6B89A2048C36Fb,Bounties: Analysts: Olympus (Batch 3),0x0e5c5f746fcd8b878e120e85885c7a0c08642476c97b7b6b635669babfb541a8,11-05-2022 16:05:00 -04:00,0.049951 ETH
48,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,17.73,271.05,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x6781C5841B7b5e61d0C3afE8bd081f02161aD239,Bounties: Analysts: Olympus (Batch 3),0x0e5c5f746fcd8b878e120e85885c7a0c08642476c97b7b6b635669babfb541a8,11-05-2022 16:05:00 -04:00,0.049951 ETH
48,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,30.63,468.26,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x9DF9A3B2894f43bE2eEc3825dabE55BDF2d9080e,Bounties: Analysts: Olympus (Batch 3),0x0e5c5f746fcd8b878e120e85885c7a0c08642476c97b7b6b635669babfb541a8,11-05-2022 16:05:00 -04:00,0.049951 ETH
48,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,9.67,147.83,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x062995F29C9a1D60d951C229f3D048F8003D2d6F,Bounties: Analysts: Olympus (Batch 3),0x0e5c5f746fcd8b878e120e85885c7a0c08642476c97b7b6b635669babfb541a8,11-05-2022 16:05:00 -04:00,0.049951 ETH
48,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,4.84,73.99,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x021b8D868A589Aad0Dd1297Dce136D31b23BdFE7,Bounties: Analysts: Olympus (Batch 3),0x0e5c5f746fcd8b878e120e85885c7a0c08642476c97b7b6b635669babfb541a8,11-05-2022 16:05:00 -04:00,0.049951 ETH
48,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,9.67,147.83,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x80D39e43045cB4e31540b460C4a3352B8FF07b46,Bounties: Analysts: Olympus (Batch 3),0x0e5c5f746fcd8b878e120e85885c7a0c08642476c97b7b6b635669babfb541a8,11-05-2022 16:05:00 -04:00,0.049951 ETH
48,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,9.67,147.83,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x12518C1Ad7a16B65390AB1Ca63726AD786d02846,Bounties: Analysts: Olympus (Batch 3),0x0e5c5f746fcd8b878e120e85885c7a0c08642476c97b7b6b635669babfb541a8,11-05-2022 16:05:00 -04:00,0.049951 ETH
48,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,4.84,73.99,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x52F58796dA5B8D462b4FBE63dc3414D42A9776B9,Bounties: Analysts: Olympus (Batch 3),0x0e5c5f746fcd8b878e120e85885c7a0c08642476c97b7b6b635669babfb541a8,11-05-2022 16:05:00 -04:00,0.049951 ETH
48,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,11.28,172.44,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x3C0a1840f72cD9555406F50D2D462fc2897817cB,Bounties: Analysts: Olympus (Batch 3),0x0e5c5f746fcd8b878e120e85885c7a0c08642476c97b7b6b635669babfb541a8,11-05-2022 16:05:00 -04:00,0.049951 ETH
48,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,8.06,123.21,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xADf34dcF407f15653Aff0d1cE2d09612949Bcca3,Bounties: Analysts: Olympus (Batch 3),0x0e5c5f746fcd8b878e120e85885c7a0c08642476c97b7b6b635669babfb541a8,11-05-2022 16:05:00 -04:00,0.049951 ETH
48,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,8.06,123.21,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x19f471c40CD9270ceEA76CfdEaa85370D78157Ee,Bounties: Analysts: Olympus (Batch 3),0x0e5c5f746fcd8b878e120e85885c7a0c08642476c97b7b6b635669babfb541a8,11-05-2022 16:05:00 -04:00,0.049951 ETH
48,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,9.67,147.83,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x9101ffd7e76CAf8c9F6B41AEcbf1927e1a16fF62,Bounties: Analysts: Olympus (Batch 3),0x0e5c5f746fcd8b878e120e85885c7a0c08642476c97b7b6b635669babfb541a8,11-05-2022 16:05:00 -04:00,0.049951 ETH
48,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,9.67,147.83,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xa1007E2CAd904fD7c848b0Fd437DFA2b94179f0b,Bounties: Analysts: Olympus (Batch 3),0x0e5c5f746fcd8b878e120e85885c7a0c08642476c97b7b6b635669babfb541a8,11-05-2022 16:05:00 -04:00,0.049951 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,35.46,542.75,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x0331C1Ce75F315a49849BE77B6a37b1959eBb1EB,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,20.95,320.66,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x18612addaB24b5b5dFEDA6425c6B89A2048C36Fb,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,45.13,690.76,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x9DF9A3B2894f43bE2eEc3825dabE55BDF2d9080e,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,25.79,394.74,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x7aF2D9A872Cbb1Bc19fcBd75A4241776Ab63dcCA,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,12.89,197.29,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x87049c7C047A84F58a3549da0D2d48e7347A4e06,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,20.95,320.66,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x91707502A8DFDC523f7a6f2c218cC9a52777d5ad,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,12.89,197.29,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xC36767412E96f139F0C9D2965A8f1459f58BEbf1,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,12.89,197.29,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x5213a4d9511C5f3019D710b8139Ba6f602d2c268,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,17.73,271.37,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x021b8D868A589Aad0Dd1297Dce136D31b23BdFE7,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,12.89,197.29,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xa08dDaE991f1bd4334ca73E61EeB4EDA22b09053,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,4.84,74.08,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x267C4f42ec0D443a3268fA4aFdA0Aa37c25A205F,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,30.63,468.82,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x3C0a1840f72cD9555406F50D2D462fc2897817cB,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,8.06,123.36,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0xEF74618f4937BFe6a8F2b945a9Dc18B8072B4E34,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,8.06,123.36,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x062995F29C9a1D60d951C229f3D048F8003D2d6F,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
47,Outgoing,Success,Bounty,,0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5,OHM,,9.67,148.01,0x4faFB87de15cFf7448bD0658112F4e4B0d53332c,0x0f9cCD6eC984c1614F3eB5fB6EFAF6fc6005216b,Bounties: Analysts: Olympus (Batch 2),0x5c60f3a4d54d2f65c7da3b487a792ad591a8859aea6824abbe184fbfc067d996,11-05-2022 15:05:00 -04:00,0.069972 ETH
